time	V(g)
9.990485759703450e-01	2.138142e+00
1.000000000000000e+00	2.138142e+00
Step Information: Thresholdvoltage=2.125  (Step: 326/401)
0.000000000000000e+00	2.139142e+00
9.990485759703450e-01	2.139142e+00
1.000000000000000e+00	2.139142e+00
Step Information: Thresholdvoltage=2.126  (Step: 327/401)
0.000000000000000e+00	2.140142e+00
9.990485759703450e-01	2.140142e+00
1.000000000000000e+00	2.140142e+00
Step Information: Thresholdvoltage=2.127  (Step: 328/401)
0.000000000000000e+00	2.141142e+00
9.990485759703450e-01	2.141142e+00
1.000000000000000e+00	2.141142e+00
Step Information: Thresholdvoltage=2.128  (Step: 329/401)
0.000000000000000e+00	2.142142e+00
9.990485759703450e-01	2.142142e+00
1.000000000000000e+00	2.142142e+00
Step Information: Thresholdvoltage=2.129  (Step: 330/401)
0.000000000000000e+00	2.143142e+00
9.990485759703450e-01	2.143142e+00
1.000000000000000e+00	2.143142e+00
Step Information: Thresholdvoltage=2.13  (Step: 331/401)
0.000000000000000e+00	2.144142e+00
9.990485759703450e-01	2.144142e+00
1.000000000000000e+00	2.144142e+00
Step Information: Thresholdvoltage=2.131  (Step: 332/401)
0.000000000000000e+00	2.145142e+00
9.990485759703450e-01	2.145142e+00
1.000000000000000e+00	2.145142e+00
Step Information: Thresholdvoltage=2.132  (Step: 333/401)
0.000000000000000e+00	2.146142e+00
9.990485759703450e-01	2.146142e+00
1.000000000000000e+00	2.146142e+00
Step Information: Thresholdvoltage=2.133  (Step: 334/401)
0.000000000000000e+00	2.147142e+00
9.990485759703450e-01	2.147142e+00
1.000000000000000e+00	2.147142e+00
Step Information: Thresholdvoltage=2.134  (Step: 335/401)
0.000000000000000e+00	2.148142e+00
9.990485759703450e-01	2.148142e+00
1.000000000000000e+00	2.148142e+00
Step Information: Thresholdvoltage=2.135  (Step: 336/401)
0.000000000000000e+00	2.149142e+00
9.990485759703450e-01	2.149142e+00
1.000000000000000e+00	2.149142e+00
Step Information: Thresholdvoltage=2.136  (Step: 337/401)
0.000000000000000e+00	2.150142e+00
9.990485759703450e-01	2.150142e+00
1.000000000000000e+00	2.150142e+00
Step Information: Thresholdvoltage=2.137  (Step: 338/401)
0.000000000000000e+00	2.151142e+00
9.990485759703450e-01	2.151142e+00
1.000000000000000e+00	2.151142e+00
Step Information: Thresholdvoltage=2.138  (Step: 339/401)
0.000000000000000e+00	2.152142e+00
9.990485759703450e-01	2.152142e+00
1.000000000000000e+00	2.152142e+00
Step Information: Thresholdvoltage=2.139  (Step: 340/401)
0.000000000000000e+00	2.153142e+00
9.990485759703450e-01	2.153142e+00
1.000000000000000e+00	2.153142e+00
Step Information: Thresholdvoltage=2.14  (Step: 341/401)
0.000000000000000e+00	2.154142e+00
9.990485759703450e-01	2.154142e+00
1.000000000000000e+00	2.154142e+00
Step Information: Thresholdvoltage=2.141  (Step: 342/401)
0.000000000000000e+00	2.155142e+00
9.990485759703450e-01	2.155142e+00
1.000000000000000e+00	2.155142e+00
Step Information: Thresholdvoltage=2.142  (Step: 343/401)
0.000000000000000e+00	2.156142e+00
9.990485759703450e-01	2.156142e+00
1.000000000000000e+00	2.156142e+00
Step Information: Thresholdvoltage=2.143  (Step: 344/401)
0.000000000000000e+00	2.157142e+00
9.990485759703450e-01	2.157142e+00
1.000000000000000e+00	2.157142e+00
Step Information: Thresholdvoltage=2.144  (Step: 345/401)
0.000000000000000e+00	2.158142e+00
9.990485759703450e-01	2.158142e+00
1.000000000000000e+00	2.158142e+00
Step Information: Thresholdvoltage=2.145  (Step: 346/401)
0.000000000000000e+00	2.159142e+00
9.990485759703450e-01	2.159142e+00
1.000000000000000e+00	2.159142e+00
Step Information: Thresholdvoltage=2.146  (Step: 347/401)
0.000000000000000e+00	2.160142e+00
9.990485759703450e-01	2.160142e+00
1.000000000000000e+00	2.160142e+00
Step Information: Thresholdvoltage=2.147  (Step: 348/401)
0.000000000000000e+00	2.161142e+00
9.990485759703450e-01	2.161142e+00
1.000000000000000e+00	2.161142e+00
Step Information: Thresholdvoltage=2.148  (Step: 349/401)
0.000000000000000e+00	2.162142e+00
9.990485759703450e-01	2.162142e+00
1.000000000000000e+00	2.162142e+00
Step Information: Thresholdvoltage=2.149  (Step: 350/401)
0.000000000000000e+00	2.163142e+00
9.990485759703450e-01	2.163142e+00
1.000000000000000e+00	2.163142e+00
Step Information: Thresholdvoltage=2.15  (Step: 351/401)
0.000000000000000e+00	2.164142e+00
9.990485759703450e-01	2.164142e+00
1.000000000000000e+00	2.164142e+00
Step Information: Thresholdvoltage=2.151  (Step: 352/401)
0.000000000000000e+00	2.165142e+00
9.990485759703450e-01	2.165142e+00
1.000000000000000e+00	2.165142e+00
Step Information: Thresholdvoltage=2.152  (Step: 353/401)
0.000000000000000e+00	2.166142e+00
9.990485759703450e-01	2.166142e+00
1.000000000000000e+00	2.166142e+00
Step Information: Thresholdvoltage=2.153  (Step: 354/401)
0.000000000000000e+00	2.167142e+00
9.990485759703450e-01	2.167142e+00
1.000000000000000e+00	2.167142e+00
Step Information: Thresholdvoltage=2.154  (Step: 355/401)
0.000000000000000e+00	2.168142e+00
9.990485759703450e-01	2.168142e+00
1.000000000000000e+00	2.168142e+00
Step Information: Thresholdvoltage=2.155  (Step: 356/401)
0.000000000000000e+00	2.169142e+00
9.990485759703450e-01	2.169142e+00
1.000000000000000e+00	2.169142e+00
Step Information: Thresholdvoltage=2.156  (Step: 357/401)
0.000000000000000e+00	2.170142e+00
9.990485759703450e-01	2.170142e+00
1.000000000000000e+00	2.170142e+00
Step Information: Thresholdvoltage=2.157  (Step: 358/401)
0.000000000000000e+00	2.171142e+00
9.990485759703450e-01	2.171142e+00
1.000000000000000e+00	2.171142e+00
Step Information: Thresholdvoltage=2.158  (Step: 359/401)
0.000000000000000e+00	2.172142e+00
9.990485759703450e-01	2.172142e+00
1.000000000000000e+00	2.172142e+00
Step Information: Thresholdvoltage=2.159  (Step: 360/401)
0.000000000000000e+00	2.173142e+00
9.990485759703450e-01	2.173142e+00
1.000000000000000e+00	2.173142e+00
Step Information: Thresholdvoltage=2.16  (Step: 361/401)
0.000000000000000e+00	2.174142e+00
9.990485759703450e-01	2.174142e+00
1.000000000000000e+00	2.174142e+00
Step Information: Thresholdvoltage=2.161  (Step: 362/401)
0.000000000000000e+00	2.175142e+00
9.990485759703450e-01	2.175142e+00
1.000000000000000e+00	2.175142e+00
Step Information: Thresholdvoltage=2.162  (Step: 363/401)
0.000000000000000e+00	2.176142e+00
9.990485759703450e-01	2.176142e+00
1.000000000000000e+00	2.176142e+00
Step Information: Thresholdvoltage=2.163  (Step: 364/401)
0.000000000000000e+00	2.177142e+00
9.990485759703450e-01	2.177142e+00
1.000000000000000e+00	2.177142e+00
Step Information: Thresholdvoltage=2.164  (Step: 365/401)
0.000000000000000e+00	2.178142e+00
9.990485759703450e-01	2.178142e+00
1.000000000000000e+00	2.178142e+00
Step Information: Thresholdvoltage=2.165  (Step: 366/401)
0.000000000000000e+00	2.179142e+00
9.990485759703450e-01	2.179142e+00
1.000000000000000e+00	2.179142e+00
Step Information: Thresholdvoltage=2.166  (Step: 367/401)
0.000000000000000e+00	2.180142e+00
9.990485759703450e-01	2.180142e+00
1.000000000000000e+00	2.180142e+00
Step Information: Thresholdvoltage=2.167  (Step: 368/401)
0.000000000000000e+00	2.181142e+00
9.990485759703450e-01	2.181142e+00
1.000000000000000e+00	2.181142e+00
Step Information: Thresholdvoltage=2.168  (Step: 369/401)
0.000000000000000e+00	2.182142e+00
9.990485759703450e-01	2.182142e+00
1.000000000000000e+00	2.182142e+00
Step Information: Thresholdvoltage=2.169  (Step: 370/401)
0.000000000000000e+00	2.183142e+00
9.990485759703450e-01	2.183142e+00
1.000000000000000e+00	2.183142e+00
Step Information: Thresholdvoltage=2.17  (Step: 371/401)
0.000000000000000e+00	2.184142e+00
9.990485759703450e-01	2.184142e+00
1.000000000000000e+00	2.184142e+00
Step Information: Thresholdvoltage=2.171  (Step: 372/401)
0.000000000000000e+00	2.185142e+00
9.990485759703450e-01	2.185142e+00
1.000000000000000e+00	2.185142e+00
Step Information: Thresholdvoltage=2.172  (Step: 373/401)
0.000000000000000e+00	2.186142e+00
9.990485759703450e-01	2.186142e+00
1.000000000000000e+00	2.186142e+00
Step Information: Thresholdvoltage=2.173  (Step: 374/401)
0.000000000000000e+00	2.187142e+00
9.990485759703450e-01	2.187142e+00
1.000000000000000e+00	2.187142e+00
Step Information: Thresholdvoltage=2.174  (Step: 375/401)
0.000000000000000e+00	2.188142e+00
9.990485759703450e-01	2.188142e+00
1.000000000000000e+00	2.188142e+00
Step Information: Thresholdvoltage=2.175  (Step: 376/401)
0.000000000000000e+00	2.189142e+00
9.990485759703450e-01	2.189142e+00
1.000000000000000e+00	2.189142e+00
Step Information: Thresholdvoltage=2.176  (Step: 377/401)
0.000000000000000e+00	2.190142e+00
9.990485759703450e-01	2.190142e+00
1.000000000000000e+00	2.190142e+00
Step Information: Thresholdvoltage=2.177  (Step: 378/401)
0.000000000000000e+00	2.191142e+00
9.990485759703450e-01	2.191142e+00
1.000000000000000e+00	2.191142e+00
Step Information: Thresholdvoltage=2.178  (Step: 379/401)
0.000000000000000e+00	2.192142e+00
9.990485759703450e-01	2.192142e+00
1.000000000000000e+00	2.192142e+00
Step Information: Thresholdvoltage=2.179  (Step: 380/401)
0.000000000000000e+00	2.193142e+00
9.990485759703450e-01	2.193142e+00
1.000000000000000e+00	2.193142e+00
Step Information: Thresholdvoltage=2.18  (Step: 381/401)
0.000000000000000e+00	2.194142e+00
9.990485759703450e-01	2.194142e+00
1.000000000000000e+00	2.194142e+00
Step Information: Thresholdvoltage=2.181  (Step: 382/401)
0.000000000000000e+00	2.195142e+00
9.990485759703450e-01	2.195142e+00
1.000000000000000e+00	2.195142e+00
Step Information: Thresholdvoltage=2.182  (Step: 383/401)
0.000000000000000e+00	2.196142e+00
9.990485759703450e-01	2.196142e+00
1.000000000000000e+00	2.196142e+00
Step Information: Thresholdvoltage=2.183  (Step: 384/401)
0.000000000000000e+00	2.197142e+00
9.990485759703450e-01	2.197142e+00
1.000000000000000e+00	2.197142e+00
Step Information: Thresholdvoltage=2.184  (Step: 385/401)
0.000000000000000e+00	2.198142e+00
9.990485759703450e-01	2.198142e+00
1.000000000000000e+00	2.198142e+00
Step Information: Thresholdvoltage=2.185  (Step: 386/401)
0.000000000000000e+00	2.199142e+00
9.990485759703450e-01	2.199142e+00
1.000000000000000e+00	2.199142e+00
Step Information: Thresholdvoltage=2.186  (Step: 387/401)
0.000000000000000e+00	2.200142e+00
9.990485759703450e-01	2.200142e+00
1.000000000000000e+00	2.200142e+00
Step Information: Thresholdvoltage=2.187  (Step: 388/401)
0.000000000000000e+00	2.201142e+00
9.990485759703450e-01	2.201142e+00
1.000000000000000e+00	2.201142e+00
Step Information: Thresholdvoltage=2.188  (Step: 389/401)
0.000000000000000e+00	2.202142e+00
9.990485759703450e-01	2.202142e+00
1.000000000000000e+00	2.202142e+00
Step Information: Thresholdvoltage=2.189  (Step: 390/401)
0.000000000000000e+00	2.203142e+00
9.990485759703450e-01	2.203142e+00
1.000000000000000e+00	2.203142e+00
Step Information: Thresholdvoltage=2.19  (Step: 391/401)
0.000000000000000e+00	2.204142e+00
9.990485759703450e-01	2.204142e+00
1.000000000000000e+00	2.204142e+00
Step Information: Thresholdvoltage=2.191  (Step: 392/401)
0.000000000000000e+00	2.205142e+00
9.990485759703450e-01	2.205142e+00
1.000000000000000e+00	2.205142e+00
Step Information: Thresholdvoltage=2.192  (Step: 393/401)
0.000000000000000e+00	2.206142e+00
9.990485759703450e-01	2.206142e+00
1.000000000000000e+00	2.206142e+00
Step Information: Thresholdvoltage=2.193  (Step: 394/401)
0.000000000000000e+00	2.207142e+00
9.990485759703450e-01	2.207142e+00
1.000000000000000e+00	2.207142e+00
Step Information: Thresholdvoltage=2.194  (Step: 395/401)
0.000000000000000e+00	2.208142e+00
9.990485759703450e-01	2.208142e+00
1.000000000000000e+00	2.208142e+00
Step Information: Thresholdvoltage=2.195  (Step: 396/401)
0.000000000000000e+00	2.209142e+00
9.990485759703450e-01	2.209142e+00
1.000000000000000e+00	2.209142e+00
Step Information: Thresholdvoltage=2.196  (Step: 397/401)
0.000000000000000e+00	2.210142e+00
9.990485759703450e-01	2.210142e+00
1.000000000000000e+00	2.210142e+00
Step Information: Thresholdvoltage=2.197  (Step: 398/401)
0.000000000000000e+00	2.211142e+00
9.990485759703450e-01	2.211142e+00
1.000000000000000e+00	2.211142e+00
Step Information: Thresholdvoltage=2.198  (Step: 399/401)
0.000000000000000e+00	2.212142e+00
9.990485759703450e-01	2.212142e+00
1.000000000000000e+00	2.212142e+00
Step Information: Thresholdvoltage=2.199  (Step: 400/401)
0.000000000000000e+00	2.213142e+00
9.990485759703450e-01	2.213142e+00
1.000000000000000e+00	2.213142e+00
Step Information: Thresholdvoltage=2.2  (Step: 401/401)
0.000000000000000e+00	2.214142e+00
9.990485759703450e-01	2.214142e+00
1.000000000000000e+00	2.214142e+00
