Freq.	V(ref)	V(refref)
1.20226443461740e+001	(-5.25284149281011e+001dB,-8.91061524831582e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.23026877081236e+001	(-5.27283673598562e+001dB,-8.91264957474259e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.25892541179415e+001	(-5.29283219320486e+001dB,-8.91463761552950e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.28824955169312e+001	(-5.31282785483855e+001dB,-8.91658042284621e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.31825673855639e+001	(-5.33282371169044e+001dB,-8.91847902500679e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.34896288259164e+001	(-5.35281975497781e+001dB,-8.92033442700650e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.38038426460287e+001	(-5.37281597631293e+001dB,-8.92214761104659e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.41253754462274e+001	(-5.39281236768530e+001dB,-8.92391953704773e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.44543977074591e+001	(-5.41280892144467e+001dB,-8.92565114315201e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.47910838816819e+001	(-5.43280563028489e+001dB,-8.92734334621388e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.51356124843619e+001	(-5.45280248722842e+001dB,-8.92899704228025e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.54881661891246e+001	(-5.47279948561156e+001dB,-8.93061310705995e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.58489319246109e+001	(-5.49279661907035e+001dB,-8.93219239638281e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.62181009735891e+001	(-5.51279388152708e+001dB,-8.93373574664846e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.65958690743754e+001	(-5.53279126717745e+001dB,-8.93524397526526e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.69824365246172e+001	(-5.55278877047824e+001dB,-8.93671788107945e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.73780082874935e+001	(-5.57278638613561e+001dB,-8.93815824479464e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.77827941003890e+001	(-5.59278410909385e+001dB,-8.93956582938213e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.81970085860996e+001	(-5.61278193452471e+001dB,-8.94094138048187e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.86208713666284e+001	(-5.63277985781714e+001dB,-8.94228562679463e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.90546071796322e+001	(-5.65277787456753e+001dB,-8.94359928046532e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.94984459975802e+001	(-5.67277598057041e+001dB,-8.94488303745773e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
1.99526231496885e+001	(-5.69277417180949e+001dB,-8.94613757792095e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.04173794466950e+001	(-5.71277244444919e+001dB,-8.94736356654748e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.08929613085401e+001	(-5.73277079482649e+001dB,-8.94856165292341e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.13796208950220e+001	(-5.75276921944320e+001dB,-8.94973247187066e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.18776162394952e+001	(-5.77276771495850e+001dB,-8.95087664378159e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.23872113856831e+001	(-5.79276627818190e+001dB,-8.95199477494605e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.29086765276774e+001	(-5.81276490606647e+001dB,-8.95308745787113e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.34422881531989e+001	(-5.83276359570235e+001dB,-8.95415527159368e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.39883291901946e+001	(-5.85276234431064e+001dB,-8.95519878198579e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.45470891568500e+001	(-5.87276114923747e+001dB,-8.95621854205340e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.51188643150954e+001	(-5.89276000794839e+001dB,-8.95721509222823e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.57039578276883e+001	(-5.91275891802297e+001dB,-8.95818896065306e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.63026799189534e+001	(-5.93275787714973e+001dB,-8.95914066346059e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.69153480392688e+001	(-5.95275688312117e+001dB,-8.96007070504608e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.75422870333813e+001	(-5.97275593382914e+001dB,-8.96097957833372e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.81838293126441e+001	(-5.99275502726036e+001dB,-8.96186776503711e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.88403150312656e+001	(-6.01275416149212e+001dB,-8.96273573591373e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
2.95120922666634e+001	(-6.03275333468826e+001dB,-8.96358395101379e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.01995172040197e+001	(-6.05275254509524e+001dB,-8.96441285992337e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.09029543251355e+001	(-6.07275179103841e+001dB,-8.96522290200205e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.16227766016833e+001	(-6.09275107091852e+001dB,-8.96601450661529e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.23593656929624e+001	(-6.11275038320824e+001dB,-8.96678809336136e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.31131121482586e+001	(-6.13274972644900e+001dB,-8.96754407229332e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.38844156139198e+001	(-6.15274909924788e+001dB,-8.96828284413585e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.46736850452527e+001	(-6.17274850027461e+001dB,-8.96900480049725e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.54813389233570e+001	(-6.19274792825880e+001dB,-8.96971032407658e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.63078054770096e+001	(-6.21274738198724e+001dB,-8.97039978886616e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.71535229097167e+001	(-6.23274686030132e+001dB,-8.97107356034943e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.80189396320556e+001	(-6.25274636209454e+001dB,-8.97173199569435e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.89045144994275e+001	(-6.27274588631023e+001dB,-8.97237544394247e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
3.98107170553491e+001	(-6.29274543193925e+001dB,-8.97300424619361e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
4.00000000000000e+001	(-6.29686532356624e+001dB,-8.97313199021074e+001°)	(-1.63908787108374e+001dB,0.00000000000000e+000°)
